Datetime,Time(s),SDI12_Status,VWC,SoilTemp,Permittivity,BulkEC,PoreEC,TRHTSE_Status,TRHTSE_Temp,TRHTSE_VWC,SHT31_Status,SHT31_Temp,SHT31_RH,DFRobot1_Status,DFRobot1_Raw,DFRobot1_VWC,DFRobot1_Status_Text,DFRobot2_Status,DFRobot2_Raw,DFRobot2_VWC,DFRobot2_Status_Text
02/07/2025 22:23,118026,,11,30.1,6.3,123,3154,TRHTSE_Found,22.61,12.87,SHT31_FOUND,22.68,82.14,DFROBOT1_FOUND,497,10.94548,Dry,DFROBOT2_FOUND,438,10.92438,Dry
02/07/2025 22:38,118927,,10.8,29.9,6.2,121,3153,TRHTSE_Found,21.88,12.8,SHT31_FOUND,22.3,84.51,DFROBOT1_FOUND,500,10.96,Dry,DFROBOT2_FOUND,431,10.88931,Dry
02/07/2025 22:53,119828,,11,29.7,6.3,120,3077,TRHTSE_Found,20.22,12.76,SHT31_FOUND,21.88,86.96,DFROBOT1_FOUND,495,10.9358,Dry,DFROBOT2_FOUND,425,10.85925,Dry
02/07/2025 23:08,120729,,11,29.4,6.3,119,3051,TRHTSE_Found,19.68,12.76,SHT31_FOUND,21.42,89.38,DFROBOT1_FOUND,494,10.93096,Dry,DFROBOT2_FOUND,420,10.8342,Dry
02/07/2025 23:23,121630,,11,29.1,6.3,117,3000,TRHTSE_Found,18.69,12.72,SHT31_FOUND,20.95,90.97,DFROBOT1_FOUND,486,10.89224,Dry,DFROBOT2_FOUND,417,10.81917,Dry
02/07/2025 23:38,122531,,10.8,28.8,6.2,116,3023,TRHTSE_Found,18.27,12.68,SHT31_FOUND,20.76,92.18,DFROBOT1_FOUND,481,10.86804,Dry,DFROBOT2_FOUND,415,10.80915,Dry
02/07/2025 23:53,123432,,11.3,28.6,6.4,114,2832,TRHTSE_Found,19.76,12.61,SHT31_FOUND,20.56,94.4,DFROBOT1_FOUND,472,10.82448,Dry,DFROBOT2_FOUND,412,10.79412,Dry
03/07/2025 0:08,124332,,11.1,28.4,6.4,113,2851,TRHTSE_Found,19.37,12.61,SHT31_FOUND,20.39,95.11,DFROBOT1_FOUND,474,10.83416,Dry,DFROBOT2_FOUND,403,10.74903,Dry
03/07/2025 0:23,125233,,11,28.1,6.3,112,2872,TRHTSE_Found,17.46,12.58,SHT31_FOUND,20.2,96.92,DFROBOT1_FOUND,470,10.8148,Dry,DFROBOT2_FOUND,398,10.72398,Dry
03/07/2025 0:39,126134,,10.6,28,6.1,110,2914,TRHTSE_Found,19.48,12.53,SHT31_FOUND,19.11,97.7,DFROBOT1_FOUND,472,10.82448,Dry,DFROBOT2_FOUND,403,10.74903,Dry
03/07/2025 0:54,127035,,10.8,27.6,6.2,109,2840,TRHTSE_Found,19.69,12.5,SHT31_FOUND,19.03,99.31,DFROBOT1_FOUND,466,10.79544,Dry,DFROBOT2_FOUND,390,10.6839,Dry
03/07/2025 1:09,127936,,11,27.4,6.3,108,2769,TRHTSE_Found,17.17,12.46,SHT31_FOUND,19.27,99.63,DFROBOT1_FOUND,459,10.76156,Dry,DFROBOT2_FOUND,394,10.70394,Dry
03/07/2025 1:24,128837,,10.6,27.2,6.1,107,2834,TRHTSE_Found,9.86,12.47,SHT31_FOUND,18.73,99.99,DFROBOT1_FOUND,471,10.81964,Dry,DFROBOT2_FOUND,397,10.71897,Dry
03/07/2025 1:39,129738,,10.2,27,6,106,2902,TRHTSE_Found,10.31,12.46,SHT31_FOUND,17.63,99.99,DFROBOT1_FOUND,458,10.75672,Dry,DFROBOT2_FOUND,397,10.71897,Dry
03/07/2025 1:54,130639,,10.6,26.7,6.1,104,2755,TRHTSE_Found,15.33,12.43,SHT31_FOUND,17.02,99.99,DFROBOT1_FOUND,459,10.76156,Dry,DFROBOT2_FOUND,397,10.71897,Dry
03/07/2025 2:09,131539,,10.6,26.5,6.1,103,2728,TRHTSE_Found,19.38,12.32,SHT31_FOUND,17.86,99.99,DFROBOT1_FOUND,473,10.82932,Dry,DFROBOT2_FOUND,396,10.71396,Dry
03/07/2025 2:24,132440,,10.6,26.3,6.1,102,2702,TRHTSE_Found,18.45,12.31,SHT31_FOUND,17.15,99.99,DFROBOT1_FOUND,459,10.76156,Dry,DFROBOT2_FOUND,392,10.69392,Dry
03/07/2025 2:39,133341,,10.6,26.1,6.1,101,2675,TRHTSE_Found,17.79,12.32,SHT31_FOUND,17.08,99.99,DFROBOT1_FOUND,449,10.71316,Dry,DFROBOT2_FOUND,389,10.67889,Dry
03/07/2025 2:54,134242,,10.6,25.9,6.1,100,2649,TRHTSE_Found,18.95,12.24,SHT31_FOUND,18.14,99.99,DFROBOT1_FOUND,450,10.718,Dry,DFROBOT2_FOUND,385,10.65885,Dry
03/07/2025 3:09,135143,,10.2,25.7,6,99,2711,TRHTSE_Found,18.58,12.21,SHT31_FOUND,16.56,99.99,DFROBOT1_FOUND,454,10.73736,Dry,DFROBOT2_FOUND,385,10.65885,Dry
03/07/2025 3:24,136044,,10.6,25.4,6.1,98,2596,TRHTSE_Found,18.47,12.13,SHT31_FOUND,15.86,99.99,DFROBOT1_FOUND,450,10.718,Dry,DFROBOT2_FOUND,383,10.64883,Dry
03/07/2025 3:39,136944,,10.8,25.3,6.2,97,2528,TRHTSE_Found,18.15,12.13,SHT31_FOUND,15.62,99.99,DFROBOT1_FOUND,447,10.70348,Dry,DFROBOT2_FOUND,385,10.65885,Dry
03/07/2025 3:54,137845,,10.4,25.1,6.1,96,2585,TRHTSE_Found,17.54,12.13,SHT31_FOUND,15.43,99.99,DFROBOT1_FOUND,483,10.87772,Dry,DFROBOT2_FOUND,387,10.66887,Dry
03/07/2025 4:09,138746,,10.4,24.9,6.1,95,2558,TRHTSE_Found,17.71,12.09,SHT31_FOUND,14.68,99.99,DFROBOT1_FOUND,453,10.73252,Dry,DFROBOT2_FOUND,387,10.66887,Dry
03/07/2025 4:24,139647,,10.4,24.7,6.1,94,2531,TRHTSE_Found,,12.06,SHT31_FOUND,14.09,99.99,DFROBOT1_FOUND,446,10.69864,Dry,DFROBOT2_FOUND,403,10.74903,Dry
03/07/2025 4:39,140548,,10.4,24.4,6.1,93,2504,TRHTSE_Found,2.28,12.02,SHT31_FOUND,14.1,99.99,DFROBOT1_FOUND,446,10.69864,Dry,DFROBOT2_FOUND,394,10.70394,Dry
03/07/2025 4:54,141448,,10.4,24.3,6.1,93,2504,TRHTSE_Found,17.54,12.02,SHT31_FOUND,13.96,99.99,DFROBOT1_FOUND,446,10.69864,Dry,DFROBOT2_FOUND,377,10.61877,Wet
03/07/2025 5:09,142349,,10.4,24.1,6.1,91,2450,TRHTSE_Found,16.02,11.95,SHT31_FOUND,13.55,99.99,DFROBOT1_FOUND,445,10.6938,Dry,DFROBOT2_FOUND,383,10.64883,Dry
03/07/2025 5:24,143250,,10.6,23.9,6.1,90,2384,TRHTSE_Found,,11.95,SHT31_FOUND,13.89,99.99,DFROBOT1_FOUND,442,10.67928,Dry,DFROBOT2_FOUND,376,10.61376,Wet
03/07/2025 5:39,144151,,10.2,23.8,6,90,2464,TRHTSE_Found,14.92,11.91,SHT31_FOUND,13.52,99.99,DFROBOT1_FOUND,444,10.68896,Dry,DFROBOT2_FOUND,375,10.60875,Wet
03/07/2025 5:54,145052,,10.4,23.5,6.1,88,2370,TRHTSE_Found,16.57,11.88,SHT31_FOUND,14.16,99.99,DFROBOT1_FOUND,439,10.66476,Dry,DFROBOT2_FOUND,381,10.63881,Dry
03/07/2025 6:09,145952,,10.4,23.4,6.1,88,2370,TRHTSE_Found,9.79,11.84,SHT31_FOUND,14.91,99.99,DFROBOT1_FOUND,443,10.68412,Dry,DFROBOT2_FOUND,403,10.74903,Dry
03/07/2025 6:24,146853,,10,23.3,5.9,88,2450,TRHTSE_Found,16.69,11.84,SHT31_FOUND,17.5,99.99,DFROBOT1_FOUND,446,10.69864,Dry,DFROBOT2_FOUND,382,10.64382,Dry
03/07/2025 6:39,147754,,10.4,23.1,6.1,87,2343,TRHTSE_Found,16.46,11.84,SHT31_FOUND,21.57,90.83,DFROBOT1_FOUND,441,10.67444,Dry,DFROBOT2_FOUND,386,10.66386,Dry
03/07/2025 6:54,148655,,10.2,23.1,6,86,2355,TRHTSE_Found,15.43,11.84,SHT31_FOUND,20.31,81.57,DFROBOT1_FOUND,445,10.6938,Dry,DFROBOT2_FOUND,384,10.65384,Dry
03/07/2025 7:09,149556,,10.2,23,6,86,2355,TRHTSE_Found,10.57,11.83,SHT31_FOUND,24.31,63.16,DFROBOT1_FOUND,465,10.7906,Dry,DFROBOT2_FOUND,387,10.66887,Dry
03/07/2025 7:24,150456,,10,23.1,5.9,86,2395,TRHTSE_Found,16.43,11.84,SHT31_FOUND,29.29,51.12,DFROBOT1_FOUND,440,10.6696,Dry,DFROBOT2_FOUND,379,10.62879,Wet
03/07/2025 7:39,151357,,10.2,23.1,6,85,2327,TRHTSE_Found,16.62,11.83,SHT31_FOUND,28.42,45.01,DFROBOT1_FOUND,436,10.65024,Dry,DFROBOT2_FOUND,380,10.6338,Unknown
03/07/2025 7:55,152258,,10.2,23.3,6,85,2327,TRHTSE_Found,16.15,11.84,SHT31_FOUND,29.56,38.86,DFROBOT1_FOUND,435,10.6454,Dry,DFROBOT2_FOUND,373,10.59873,Wet
03/07/2025 8:10,153159,,10.4,23.6,6.1,85,2289,TRHTSE_Found,16.73,11.84,SHT31_FOUND,41.36,25.23,DFROBOT1_FOUND,462,10.77608,Dry,DFROBOT2_FOUND,373,10.59873,Wet
03/07/2025 8:25,154060,,9.8,24,5.8,86,2436,TRHTSE_Found,16.75,11.84,SHT31_FOUND,38.31,24.77,DFROBOT1_FOUND,457,10.75188,Dry,DFROBOT2_FOUND,374,10.60374,Wet
03/07/2025 8:40,154960,,10.4,24.5,6.1,87,2343,TRHTSE_Found,15.78,11.91,SHT31_FOUND,41.25,21.21,DFROBOT1_FOUND,459,10.76156,Dry,DFROBOT2_FOUND,374,10.60374,Wet
03/07/2025 8:55,155861,,10.4,25.2,6.1,89,2396,TRHTSE_Found,17.93,12.02,SHT31_FOUND,42.19,20.79,DFROBOT1_FOUND,464,10.78576,Dry,DFROBOT2_FOUND,374,10.60374,Wet
03/07/2025 9:10,156762,,10,26,5.9,91,2534,TRHTSE_Found,17.19,12.06,SHT31_FOUND,44.47,19.5,DFROBOT1_FOUND,468,10.80512,Dry,DFROBOT2_FOUND,371,10.58871,Wet
03/07/2025 9:25,157663,,10.4,26.9,6.1,93,2504,TRHTSE_Found,18.73,12.13,SHT31_FOUND,44.11,18.23,DFROBOT1_FOUND,475,10.839,Dry,DFROBOT2_FOUND,375,10.60875,Wet
03/07/2025 9:40,158564,,10,27.7,5.9,96,2673,TRHTSE_Found,19.79,12.28,SHT31_FOUND,48.32,16.61,DFROBOT1_FOUND,474,10.83416,Dry,DFROBOT2_FOUND,383,10.64883,Dry
03/07/2025 9:55,159464,,10,28.7,5.9,98,2729,TRHTSE_Found,19.03,12.36,SHT31_FOUND,45.78,17.42,DFROBOT1_FOUND,483,10.87772,Dry,DFROBOT2_FOUND,409,10.77909,Dry
03/07/2025 10:10,160365,,10.4,29.7,6.1,101,2720,TRHTSE_Found,12.72,12.51,SHT31_FOUND,47.73,16.86,DFROBOT1_FOUND,489,10.90676,Dry,DFROBOT2_FOUND,419,10.82919,Dry
03/07/2025 10:25,161266,,10.6,30.6,6.1,105,2781,TRHTSE_Found,22.36,12.29,SHT31_FOUND,51.84,15.96,DFROBOT1_FOUND,492,10.92128,Dry,DFROBOT2_FOUND,429,10.87929,Dry
03/07/2025 10:40,162167,,10.6,31.5,6.1,108,2861,TRHTSE_Found,21.48,12.77,SHT31_FOUND,51.5,16.27,DFROBOT1_FOUND,499,10.95516,Dry,DFROBOT2_FOUND,428,10.87428,Dry
03/07/2025 10:55,163068,,10.6,32.5,6.1,111,2940,TRHTSE_Found,24.08,12.92,SHT31_FOUND,50.81,16.44,DFROBOT1_FOUND,510,11.0084,Dry,DFROBOT2_FOUND,448,10.97448,Dry
03/07/2025 11:10,163969,,10.6,33.5,6.1,115,3046,TRHTSE_Found,21.01,13.07,SHT31_FOUND,52.84,14.76,DFROBOT1_FOUND,523,11.07132,Dry,DFROBOT2_FOUND,465,11.05965,Dry
03/07/2025 11:25,164869,,10.6,34.5,6.1,118,3126,TRHTSE_Found,25.61,13.21,SHT31_FOUND,50.08,15.75,DFROBOT1_FOUND,526,11.08584,Dry,DFROBOT2_FOUND,473,11.09973,Dry
03/07/2025 11:40,165770,,10.4,35.3,6.1,121,3258,TRHTSE_Found,26.58,13.32,SHT31_FOUND,53.72,14.54,DFROBOT1_FOUND,535,11.1294,Dry,DFROBOT2_FOUND,491,11.18991,Dry
03/07/2025 11:55,166671,,10.8,36.1,6.2,125,3257,TRHTSE_Found,26.36,13.51,SHT31_FOUND,50.29,15.76,DFROBOT1_FOUND,570,11.2988,Unknown,DFROBOT2_FOUND,504,11.25504,Dry
03/07/2025 12:10,167572,,10.8,36.9,6.2,128,3336,TRHTSE_Found,24.15,13.62,SHT31_FOUND,53.65,14.59,DFROBOT1_FOUND,549,11.19716,Dry,DFROBOT2_FOUND,507,11.27007,Dry
03/07/2025 12:25,168473,,11.1,37.7,6.4,131,3306,TRHTSE_Found,28.85,13.73,SHT31_FOUND,54.11,14.61,DFROBOT1_FOUND,553,11.21652,Dry,DFROBOT2_FOUND,514,11.30514,Dry
03/07/2025 12:40,169374,,11.1,38.4,6.4,134,3382,TRHTSE_Found,27.65,13.83,SHT31_FOUND,52.12,15.02,DFROBOT1_FOUND,553,11.21652,Dry,DFROBOT2_FOUND,529,11.38029,Dry
03/07/2025 12:55,170275,,11,39.1,6.3,137,3513,TRHTSE_Found,25.58,13.98,SHT31_FOUND,54.29,14.54,DFROBOT1_FOUND,558,11.24072,Dry,DFROBOT2_FOUND,525,11.36025,Dry
03/07/2025 13:10,171175,,11.3,39.7,6.4,140,3477,TRHTSE_Found,28.79,14.12,SHT31_FOUND,51.87,15.36,DFROBOT1_FOUND,558,11.24072,Dry,DFROBOT2_FOUND,537,11.42037,Dry
03/07/2025 13:25,172076,,11.5,40.2,6.5,143,3497,TRHTSE_Found,28.73,14.17,SHT31_FOUND,55.41,14.44,DFROBOT1_FOUND,551,11.20684,Dry,DFROBOT2_FOUND,542,11.44542,Dry
03/07/2025 13:40,172977,,11.3,40.8,6.4,145,3602,TRHTSE_Found,21.21,14.28,SHT31_FOUND,53.72,15.04,DFROBOT1_FOUND,559,11.24556,Dry,DFROBOT2_FOUND,540,11.4354,Dry
03/07/2025 13:55,173878,,11.3,41.3,6.4,148,3676,TRHTSE_Found,32.35,14.31,SHT31_FOUND,53.72,15.06,DFROBOT1_FOUND,559,11.24556,Dry,DFROBOT2_FOUND,546,11.46546,Dry
03/07/2025 14:10,174779,,11.3,41.7,6.4,149,3701,TRHTSE_Found,32.03,14.46,SHT31_FOUND,53.68,15.47,DFROBOT1_FOUND,556,11.23104,Dry,DFROBOT2_FOUND,557,11.52057,Dry
03/07/2025 14:25,175680,,11.3,42,6.4,151,3751,TRHTSE_Found,32.08,14.5,SHT31_FOUND,54.44,15.39,DFROBOT1_FOUND,574,11.31816,Unknown,DFROBOT2_FOUND,561,11.54061,Dry
03/07/2025 14:40,176581,,11.3,42.3,6.4,153,3800,TRHTSE_Found,32.53,14.54,SHT31_FOUND,53.64,15.53,DFROBOT1_FOUND,550,11.202,Dry,DFROBOT2_FOUND,564,11.55564,Dry
03/07/2025 14:55,177482,,11.5,42.6,6.5,155,3790,TRHTSE_Found,33.36,14.61,SHT31_FOUND,53.07,15.66,DFROBOT1_FOUND,556,11.23104,Dry,DFROBOT2_FOUND,554,11.50554,Dry
03/07/2025 15:10,178382,,11.7,42.7,6.6,156,3756,TRHTSE_Found,32.83,14.65,SHT31_FOUND,51.16,16.69,DFROBOT1_FOUND,553,11.21652,Dry,DFROBOT2_FOUND,565,11.56065,Dry
03/07/2025 15:25,179283,,11.5,42.5,6.5,156,3815,TRHTSE_Found,33.01,14.65,SHT31_FOUND,43.08,21.09,DFROBOT1_FOUND,560,11.2504,Dry,DFROBOT2_FOUND,563,11.55063,Dry
03/07/2025 15:40,180184,,11.5,42.1,6.5,156,3815,TRHTSE_Found,33.26,14.61,SHT31_FOUND,46.32,19.29,DFROBOT1_FOUND,560,11.2504,Dry,DFROBOT2_FOUND,558,11.52558,Dry
03/07/2025 15:55,181085,,11.5,41.7,6.5,155,3790,TRHTSE_Found,29.65,14.54,SHT31_FOUND,45.68,19.64,DFROBOT1_FOUND,556,11.23104,Dry,DFROBOT2_FOUND,581,11.64081,Unknown
03/07/2025 16:10,181986,,11.8,41.3,6.7,154,3651,TRHTSE_Found,27.85,14.5,SHT31_FOUND,45.73,19.99,DFROBOT1_FOUND,556,11.23104,Dry,DFROBOT2_FOUND,576,11.61576,Unknown
03/07/2025 16:25,182887,,11.1,40.8,6.4,153,3861,TRHTSE_Found,32.26,14.46,SHT31_FOUND,43.44,21.29,DFROBOT1_FOUND,554,11.22136,Dry,DFROBOT2_FOUND,561,11.54061,Dry
03/07/2025 16:40,183788,,11.3,40.4,6.4,152,3776,TRHTSE_Found,31.82,14.38,SHT31_FOUND,45.09,24.05,DFROBOT1_FOUND,557,11.23588,Dry,DFROBOT2_FOUND,559,11.53059,Dry
03/07/2025 16:55,184688,,11.3,40.1,6.4,151,3751,TRHTSE_Found,8.75,14.39,SHT31_FOUND,44.3,26.11,DFROBOT1_FOUND,562,11.26008,Dry,DFROBOT2_FOUND,556,11.51556,Dry
03/07/2025 17:10,185589,,11.5,39.7,6.5,150,3668,TRHTSE_Found,8.68,14.32,SHT31_FOUND,42.46,27.03,DFROBOT1_FOUND,563,11.26492,Dry,DFROBOT2_FOUND,560,11.5356,Dry
03/07/2025 17:25,186490,,11.3,39.5,6.4,149,3701,TRHTSE_Found,27.25,14.28,SHT31_FOUND,39.18,30.12,DFROBOT1_FOUND,562,11.26008,Dry,DFROBOT2_FOUND,554,11.50554,Dry
03/07/2025 17:40,187391,,11,39.2,6.3,148,3795,TRHTSE_Found,28.5,14.28,SHT31_FOUND,35.78,33.15,DFROBOT1_FOUND,589,11.39076,Unknown,DFROBOT2_FOUND,557,11.52057,Dry
03/07/2025 17:55,188292,,11,38.8,6.3,147,3769,TRHTSE_Found,30.69,14.24,ERROR,0,0,DFROBOT1_FOUND,563,11.26492,Dry,DFROBOT2_FOUND,556,11.51556,Dry
03/07/2025 18:10,189193,,11.1,38.3,6.4,145,3659,TRHTSE_Found,30.19,14.17,SHT31_FOUND,31.92,37.9,DFROBOT1_FOUND,560,11.2504,Dry,DFROBOT2_FOUND,559,11.53059,Dry
03/07/2025 18:25,190094,,11.7,37.8,6.6,143,3443,TRHTSE_Found,27.02,14.05,SHT31_FOUND,30.94,39.75,DFROBOT1_FOUND,559,11.24556,Dry,DFROBOT2_FOUND,556,11.51556,Dry
03/07/2025 18:40,190994,,11,36.5,6.3,139,3564,TRHTSE_Found,15.05,13.91,SHT31_FOUND,30.02,42.45,DFROBOT1_FOUND,552,11.21168,Dry,DFROBOT2_FOUND,542,11.44542,Dry
03/07/2025 18:56,191895,,11,35.2,6.3,134,3436,TRHTSE_Found,23.14,13.76,SHT31_FOUND,29.2,46.5,DFROBOT1_FOUND,579,11.34236,Unknown,DFROBOT2_FOUND,525,11.36025,Dry
03/07/2025 19:11,192796,,11.1,34.2,6.4,130,3281,TRHTSE_Found,24.73,13.61,SHT31_FOUND,28.17,49.52,DFROBOT1_FOUND,541,11.15844,Dry,DFROBOT2_FOUND,509,11.28009,Dry
03/07/2025 19:26,193697,,11.1,33.2,6.4,126,3180,TRHTSE_Found,25.73,13.5,SHT31_FOUND,27.45,50.17,DFROBOT1_FOUND,533,11.11972,Dry,DFROBOT2_FOUND,492,11.19492,Dry
03/07/2025 19:41,194598,,11,32.4,6.3,123,3154,TRHTSE_Found,18.2,13.39,SHT31_FOUND,26.53,51.36,DFROBOT1_FOUND,521,11.06164,Dry,DFROBOT2_FOUND,475,11.10975,Dry
03/07/2025 19:56,195499,,11,31.6,6.3,120,3077,TRHTSE_Found,23.94,13.31,SHT31_FOUND,26.21,53.03,DFROBOT1_FOUND,509,11.00356,Dry,DFROBOT2_FOUND,469,11.07969,Dry
03/07/2025 20:11,196400,,10.6,31,6.1,119,3152,TRHTSE_Found,8.73,13.38,SHT31_FOUND,25.61,56.2,DFROBOT1_FOUND,508,10.99872,Dry,DFROBOT2_FOUND,455,11.00955,Dry
03/07/2025 20:26,197301,,10.8,30.3,6.2,116,3023,TRHTSE_Found,23.18,13.23,SHT31_FOUND,25.23,58.11,DFROBOT1_FOUND,496,10.94064,Dry,DFROBOT2_FOUND,446,10.96446,Dry
03/07/2025 20:41,198201,,10.8,29.7,6.2,114,2971,TRHTSE_Found,22.51,13.19,SHT31_FOUND,24.73,60.63,DFROBOT1_FOUND,486,10.89224,Dry,DFROBOT2_FOUND,443,10.94943,Dry
03/07/2025 20:56,199102,,10.4,29.2,6.1,112,3016,TRHTSE_Found,21.43,13.12,SHT31_FOUND,24.31,62.65,DFROBOT1_FOUND,480,10.8632,Dry,DFROBOT2_FOUND,428,10.87428,Dry
03/07/2025 21:11,200003,,10.6,28.8,6.1,110,2914,TRHTSE_Found,21.77,13.01,SHT31_FOUND,24.09,63.54,DFROBOT1_FOUND,473,10.82932,Dry,DFROBOT2_FOUND,420,10.8342,Dry
03/07/2025 21:26,200904,,10.8,28.3,6.2,108,2814,TRHTSE_Found,9.22,12.97,SHT31_FOUND,23.7,64.32,DFROBOT1_FOUND,470,10.8148,Dry,DFROBOT2_FOUND,415,10.80915,Dry
03/07/2025 21:41,201805,,10.8,27.9,6.2,106,2762,TRHTSE_Found,13.38,12.93,SHT31_FOUND,23.5,65.08,DFROBOT1_FOUND,464,10.78576,Dry,DFROBOT2_FOUND,408,10.77408,Dry
03/07/2025 21:56,202706,,10.6,27.5,6.1,105,2781,TRHTSE_Found,19.78,12.89,SHT31_FOUND,23.3,68.51,DFROBOT1_FOUND,463,10.78092,Dry,DFROBOT2_FOUND,403,10.74903,Dry
03/07/2025 22:11,203607,,10.6,27.1,6.1,103,2728,TRHTSE_Found,18.56,12.85,SHT31_FOUND,22.92,71.64,DFROBOT1_FOUND,460,10.7664,Dry,DFROBOT2_FOUND,403,10.74903,Dry
03/07/2025 22:26,204507,,10.4,26.8,6.1,102,2747,TRHTSE_Found,11.67,12.78,SHT31_FOUND,22.49,75.36,DFROBOT1_FOUND,448,10.70832,Dry,DFROBOT2_FOUND,396,10.71396,Dry
03/07/2025 22:41,205408,,10.4,26.5,6.1,101,2720,TRHTSE_Found,1.59,12.74,SHT31_FOUND,22.22,77.77,DFROBOT1_FOUND,470,10.8148,Dry,DFROBOT2_FOUND,401,10.73901,Dry
03/07/2025 22:56,206309,,10.4,26.3,6.1,100,2693,TRHTSE_Found,19.23,12.71,SHT31_FOUND,21.77,79.7,DFROBOT1_FOUND,442,10.67928,Dry,DFROBOT2_FOUND,391,10.68891,Dry
03/07/2025 23:11,207210,,10.6,26.1,6.1,99,2622,TRHTSE_Found,12.96,12.67,SHT31_FOUND,21.53,82.29,DFROBOT1_FOUND,446,10.69864,Dry,DFROBOT2_FOUND,396,10.71396,Dry
03/07/2025 23:26,208111,,10.4,25.9,6.1,99,2666,TRHTSE_Found,19.12,12.6,SHT31_FOUND,21,85.65,DFROBOT1_FOUND,444,10.68896,Dry,DFROBOT2_FOUND,388,10.67388,Dry
03/07/2025 23:41,209012,,10.4,25.7,6.1,98,2639,TRHTSE_Found,17.86,12.6,SHT31_FOUND,20.91,85.1,DFROBOT1_FOUND,437,10.65508,Dry,DFROBOT2_FOUND,391,10.68891,Dry
03/07/2025 23:56,209912,,10.6,25.5,6.1,97,2569,TRHTSE_Found,16.4,12.59,SHT31_FOUND,20.29,87.16,DFROBOT1_FOUND,436,10.65024,Dry,DFROBOT2_FOUND,393,10.69893,Dry
04/07/2025 0:11,210813,,10.4,25.3,6.1,97,2612,TRHTSE_Found,3.08,12.56,SHT31_FOUND,20.63,87.24,DFROBOT1_FOUND,431,10.62604,Dry,DFROBOT2_FOUND,391,10.68891,Dry
04/07/2025 0:26,211714,,10.6,25.2,6.1,96,2543,TRHTSE_Found,18.48,12.52,SHT31_FOUND,19.57,86.53,DFROBOT1_FOUND,426,10.60184,Dry,DFROBOT2_FOUND,379,10.62879,Wet
04/07/2025 0:41,212615,,10.4,25,6.1,96,2585,TRHTSE_Found,17.32,12.56,SHT31_FOUND,20.03,85.81,DFROBOT1_FOUND,424,10.59216,Dry,DFROBOT2_FOUND,383,10.64883,Dry
04/07/2025 0:56,213516,,10.8,24.8,6.2,96,2502,TRHTSE_Found,15.99,12.53,SHT31_FOUND,18.9,84.11,DFROBOT1_FOUND,424,10.59216,Dry,DFROBOT2_FOUND,389,10.67889,Dry
04/07/2025 1:11,214416,,10.8,24.7,6.2,95,2476,TRHTSE_Found,18,12.49,SHT31_FOUND,19.49,84.33,DFROBOT1_FOUND,421,10.57764,Dry,DFROBOT2_FOUND,378,10.62378,Wet
04/07/2025 1:26,215317,,10.6,24.5,6.1,95,2516,TRHTSE_Found,17.98,12.48,SHT31_FOUND,18.34,84.3,DFROBOT1_FOUND,421,10.57764,Dry,DFROBOT2_FOUND,374,10.60374,Wet
04/07/2025 1:41,216218,,10.4,24.3,6.1,95,2558,TRHTSE_Found,15.23,12.45,SHT31_FOUND,18.18,78.94,DFROBOT1_FOUND,421,10.57764,Dry,DFROBOT2_FOUND,374,10.60374,Wet
04/07/2025 1:56,217119,,10.4,24.1,6.1,94,2531,TRHTSE_Found,17.09,12.45,SHT31_FOUND,17.96,77.16,DFROBOT1_FOUND,421,10.57764,Dry,DFROBOT2_FOUND,378,10.62378,Wet
04/07/2025 2:11,218020,,10.6,24,6.1,94,2490,TRHTSE_Found,16.84,12.45,SHT31_FOUND,17.55,76.98,DFROBOT1_FOUND,439,10.66476,Dry,DFROBOT2_FOUND,372,10.59372,Wet
04/07/2025 2:26,218920,,10.6,23.8,6.1,94,2490,TRHTSE_Found,17.15,12.42,SHT31_FOUND,17.13,77.05,DFROBOT1_FOUND,438,10.65992,Dry,DFROBOT2_FOUND,374,10.60374,Wet
04/07/2025 2:41,219821,,11,23.6,6.3,94,2410,TRHTSE_Found,7.79,12.41,SHT31_FOUND,16.98,78.66,DFROBOT1_FOUND,434,10.64056,Dry,DFROBOT2_FOUND,369,10.57869,Wet
04/07/2025 2:57,220722,,10.8,23.4,6.2,94,2449,TRHTSE_Found,16.93,12.41,SHT31_FOUND,17.16,83.21,DFROBOT1_FOUND,431,10.62604,Dry,DFROBOT2_FOUND,369,10.57869,Wet
04/07/2025 3:12,221623,,11,23.3,6.3,94,2410,TRHTSE_Found,12.75,12.41,SHT31_FOUND,16.68,79.54,DFROBOT1_FOUND,428,10.61152,Dry,DFROBOT2_FOUND,378,10.62378,Wet
04/07/2025 3:27,222524,,10.6,23.1,6.1,94,2490,TRHTSE_Found,14.43,12.34,SHT31_FOUND,16.8,78.81,DFROBOT1_FOUND,435,10.6454,Dry,DFROBOT2_FOUND,382,10.64382,Dry
04/07/2025 3:42,223424,,10.8,23,6.2,93,2423,TRHTSE_Found,16.27,12.3,SHT31_FOUND,16.13,82.14,DFROBOT1_FOUND,429,10.61636,Dry,DFROBOT2_FOUND,381,10.63881,Dry
04/07/2025 3:57,224325,,11,22.8,6.3,93,2385,TRHTSE_Found,15.68,12.3,SHT31_FOUND,16.09,84.2,DFROBOT1_FOUND,419,10.56796,Dry,DFROBOT2_FOUND,391,10.68891,Dry
